Дата и время;Состояние батареи.Напряжение.Значение;Состояние батареи.Напряжение.Качество;Статус прибора.Статус.Значение;Статус прибора.Статус.Качество;Фаза А.Напряжение.Значение;Фаза А.Напряжение.Качество;Фаза А.Ток.Значение;Фаза А.Ток.Качество;Фаза А.Активная мощность.Значение;Фаза А.Активная мощность.Качество;Фаза А.Реактивная мощность.Значение;Фаза А.Реактивная мощность.Качество;Фаза А.Полная мощность.Значение;Фаза А.Полная мощность.Качество;Фаза А.Коэффициент мощности.Значение;Фаза А.Коэффициент мощности.Качество;Фаза B.Напряжение.Значение;Фаза B.Напряжение.Качество;Фаза B.Ток.Значение;Фаза B.Ток.Качество;Фаза B.Активная мощность.Значение;Фаза B.Активная мощность.Качество;Фаза B.Реактивная мощность.Значение;Фаза B.Реактивная мощность.Качество;Фаза B.Полная мощность.Значение;Фаза B.Полная мощность.Качество;Фаза B.Коэффициент мощности.Значение;Фаза B.Коэффициент мощности.Качество;Фаза C.Напряжение.Значение;Фаза C.Напряжение.Качество;Фаза C.Ток.Значение;Фаза C.Ток.Качество;Фаза C.Активная мощность.Значение;Фаза C.Активная мощность.Качество;Фаза C.Реактивная мощность.Значение;Фаза C.Реактивная мощность.Качество;Фаза C.Полная мощность.Значение;Фаза C.Полная мощность.Качество;Фаза C.Коэффициент мощности.Значение;Фаза C.Коэффициент мощности.Качество;Межфазные значения.Межфазный угол A-B.Значение;Межфазные значения.Межфазный угол A-B.Качество;Межфазные значения.Межфазный угол B-C.Значение;Межфазные значения.Межфазный угол B-C.Качество;Межфазные значения.Межфазный угол C-A.Значение;Межфазные значения.Межфазный угол C-A.Качество;Межфазные значения.Межфазное напряжение A-B.Значение;Межфазные значения.Межфазное напряжение A-B.Качество;Межфазные значения.Межфазное напряжение B-C.Значение;Межфазные значения.Межфазное напряжение B-C.Качество;Межфазные значения.Межфазное напряжение C-A.Значение;Межфазные значения.Межфазное напряжение C-A.Качество;Результаты измерений.Частота сети.Значение;Результаты измерений.Частота сети.Качество;Измерение параметров электросети.Статус ошибок измерений.Значение;Измерение параметров электросети.Статус ошибок измерений.Качество;Дискретные выходы.Изменить состояние дискретных выходов.Значение;Дискретные выходы.Изменить состояние дискретных выходов.Качество;
04.11.2025 3:20:03;3094;GOOD;0;GOOD;242,309;GOOD;1,544;GOOD;-0,3339;GOOD;0,0914;GOOD;0,3737;GOOD;0,894;GOOD;239,851;GOOD;0,16;GOOD;-0,0075;GOOD;0,0323;GOOD;0,0384;GOOD;0,2;GOOD;247,323;GOOD;0,8;GOOD;-0,1479;GOOD;0,0267;GOOD;0,1976;GOOD;0,749;GOOD;124,055;GOOD;118,691;GOOD;117,203;GOOD;425,734;GOOD;419,104;GOOD;417,906;GOOD;50,008;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:20:34;3094;GOOD;0;GOOD;243,882;GOOD;1,563;GOOD;-0,3427;GOOD;0,0863;GOOD;0,3815;GOOD;0,899;GOOD;238,092;GOOD;0,161;GOOD;-0,0075;GOOD;0,0329;GOOD;0,0383;GOOD;0,198;GOOD;247,439;GOOD;0,785;GOOD;-0,1467;GOOD;0,0343;GOOD;0,1941;GOOD;0,757;GOOD;124,181;GOOD;118,871;GOOD;116,913;GOOD;425,893;GOOD;418,078;GOOD;418,665;GOOD;50,02;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:21:04;3094;GOOD;0;GOOD;244,206;GOOD;1,536;GOOD;-0,337;GOOD;0,0875;GOOD;0,3761;GOOD;0,898;GOOD;236,044;GOOD;0,158;GOOD;-0,0074;GOOD;0,0318;GOOD;0,0374;GOOD;0,203;GOOD;246,897;GOOD;0,774;GOOD;-0,1454;GOOD;0,0351;GOOD;0,19;GOOD;0,763;GOOD;124,056;GOOD;119,488;GOOD;116,37;GOOD;424,193;GOOD;417,196;GOOD;417,394;GOOD;50,016;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:21:34;3094;GOOD;0;GOOD;240,599;GOOD;1,547;GOOD;-0,3333;GOOD;0,0888;GOOD;0,3727;GOOD;0,895;GOOD;237,882;GOOD;0,162;GOOD;-0,0074;GOOD;0,0324;GOOD;0,0384;GOOD;0,196;GOOD;248,704;GOOD;0,797;GOOD;-0,1482;GOOD;0,0328;GOOD;0,1977;GOOD;0,749;GOOD;124,807;GOOD;117,972;GOOD;117,151;GOOD;424,036;GOOD;417,011;GOOD;417,476;GOOD;50,023;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:22:04;3094;GOOD;0;GOOD;240,446;GOOD;1,527;GOOD;-0,3297;GOOD;0,0825;GOOD;0,3669;GOOD;0,898;GOOD;237,729;GOOD;0,16;GOOD;-0,0074;GOOD;0,0321;GOOD;0,0381;GOOD;0,196;GOOD;248,076;GOOD;0,774;GOOD;-0,1461;GOOD;0,0266;GOOD;0,1925;GOOD;0,759;GOOD;124,393;GOOD;118,284;GOOD;117,26;GOOD;422,971;GOOD;417,112;GOOD;417,157;GOOD;50,028;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:22:34;3094;GOOD;0;GOOD;239,137;GOOD;1,642;GOOD;-0,3535;GOOD;0,0941;GOOD;0,3924;GOOD;0,901;GOOD;239,026;GOOD;0,162;GOOD;-0,0075;GOOD;0,0323;GOOD;0,0386;GOOD;0,198;GOOD;247,123;GOOD;0,787;GOOD;-0,1471;GOOD;0,0263;GOOD;0,1942;GOOD;0,758;GOOD;123,72;GOOD;118,249;GOOD;117,956;GOOD;421,683;GOOD;417,283;GOOD;416,758;GOOD;50,024;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:23:04;3094;GOOD;0;GOOD;239,37;GOOD;1,549;GOOD;-0,3322;GOOD;0,087;GOOD;0,3704;GOOD;0,897;GOOD;238,944;GOOD;0,161;GOOD;-0,0075;GOOD;0,0323;GOOD;0,0386;GOOD;0,196;GOOD;245,898;GOOD;0,791;GOOD;-0,1472;GOOD;0,0295;GOOD;0,1935;GOOD;0,761;GOOD;123,224;GOOD;117,984;GOOD;118,722;GOOD;420,865;GOOD;415,501;GOOD;417,541;GOOD;50,016;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:23:34;3094;GOOD;0;GOOD;243,284;GOOD;1,545;GOOD;-0,3385;GOOD;0,1004;GOOD;0,3758;GOOD;0,901;GOOD;237,81;GOOD;0,294;GOOD;-0,0257;GOOD;0,0211;GOOD;0,07;GOOD;0,369;GOOD;244,056;GOOD;0,629;GOOD;-0,1309;GOOD;0,0165;GOOD;0,1522;GOOD;0,861;GOOD;122,978;GOOD;119,109;GOOD;117,827;GOOD;422,833;GOOD;415,459;GOOD;417,456;GOOD;50,026;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:24:04;3094;GOOD;0;GOOD;246,813;GOOD;1,503;GOOD;-0,3343;GOOD;0,0894;GOOD;0,3711;GOOD;0,901;GOOD;235,181;GOOD;0,159;GOOD;-0,0074;GOOD;0,0317;GOOD;0,0374;GOOD;0,201;GOOD;246,313;GOOD;0,771;GOOD;-0,1451;GOOD;0,0335;GOOD;0,1907;GOOD;0,763;GOOD;123,939;GOOD;119,437;GOOD;116,553;GOOD;425,538;GOOD;415,869;GOOD;419,413;GOOD;50,023;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:24:34;3094;GOOD;0;GOOD;247,179;GOOD;1,495;GOOD;-0,3349;GOOD;0,0941;GOOD;0,3697;GOOD;0,906;GOOD;235,609;GOOD;0,195;GOOD;-0,015;GOOD;0,0265;GOOD;0,0457;GOOD;0,325;GOOD;247,154;GOOD;0,683;GOOD;-0,1373;GOOD;0,0236;GOOD;0,1681;GOOD;0,817;GOOD;123,767;GOOD;119,433;GOOD;116,725;GOOD;425,831;GOOD;416,923;GOOD;420,954;GOOD;50,016;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:25:04;3094;GOOD;0;GOOD;246,84;GOOD;1,487;GOOD;-0,3314;GOOD;0,1064;GOOD;0,3679;GOOD;0,903;GOOD;234,773;GOOD;0,27;GOOD;-0,0232;GOOD;0,0235;GOOD;0,0638;GOOD;0,366;GOOD;247,724;GOOD;0,61;GOOD;-0,1306;GOOD;0,0176;GOOD;0,1513;GOOD;0,863;GOOD;124,09;GOOD;119,019;GOOD;116,836;GOOD;425,435;GOOD;415,749;GOOD;421,254;GOOD;50,007;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:25:34;3094;GOOD;0;GOOD;246,659;GOOD;1,507;GOOD;-0,3356;GOOD;0,095;GOOD;0,3721;GOOD;0,903;GOOD;233,695;GOOD;0,165;GOOD;-0,0104;GOOD;0,0285;GOOD;0,0386;GOOD;0,27;GOOD;248,523;GOOD;0,749;GOOD;-0,143;GOOD;0,0312;GOOD;0,1851;GOOD;0,773;GOOD;123,98;GOOD;119,406;GOOD;116,567;GOOD;424,17;GOOD;416,499;GOOD;421,332;GOOD;49,99;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:26:04;3094;GOOD;0;GOOD;244,799;GOOD;1,493;GOOD;-0,3315;GOOD;0,0914;GOOD;0,3655;GOOD;0,907;GOOD;231,86;GOOD;0,21;GOOD;-0,0177;GOOD;0,0248;GOOD;0,0494;GOOD;0,369;GOOD;248,499;GOOD;0,666;GOOD;-0,1356;GOOD;0,0212;GOOD;0,1655;GOOD;0,82;GOOD;124,282;GOOD;119,469;GOOD;116,187;GOOD;421,636;GOOD;415,092;GOOD;418,856;GOOD;50,003;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:26:35;3094;GOOD;0;GOOD;243,438;GOOD;1,472;GOOD;-0,3241;GOOD;0,0873;GOOD;0,3585;GOOD;0,905;GOOD;232,801;GOOD;0,19;GOOD;-0,0123;GOOD;0,0355;GOOD;0,0446;GOOD;0,28;GOOD;249,214;GOOD;0,729;GOOD;-0,145;GOOD;0,0289;GOOD;0,1818;GOOD;0,799;GOOD;124,899;GOOD;119,203;GOOD;115,847;GOOD;422,181;GOOD;415,875;GOOD;417,423;GOOD;50,007;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:27:05;3094;GOOD;0;GOOD;244,179;GOOD;1,525;GOOD;-0,3349;GOOD;0,0966;GOOD;0,371;GOOD;0,901;GOOD;230,99;GOOD;0,213;GOOD;-0,0174;GOOD;0,0246;GOOD;0,0485;GOOD;0,353;GOOD;249,281;GOOD;0,693;GOOD;-0,1366;GOOD;0,0251;GOOD;0,1727;GOOD;0,791;GOOD;125,057;GOOD;119,438;GOOD;115,431;GOOD;421,556;GOOD;414,763;GOOD;417,25;GOOD;49,989;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:27:35;3094;GOOD;0;GOOD;244,266;GOOD;1,495;GOOD;-0,3292;GOOD;0,0907;GOOD;0,3658;GOOD;0,901;GOOD;232,266;GOOD;0,189;GOOD;-0,0145;GOOD;0,0289;GOOD;0,0438;GOOD;0,331;GOOD;247,763;GOOD;0,727;GOOD;-0,1398;GOOD;0,0293;GOOD;0,1806;GOOD;0,775;GOOD;124,356;GOOD;119,215;GOOD;116,343;GOOD;421,497;GOOD;414,167;GOOD;418,028;GOOD;50,005;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:28:05;3094;GOOD;0;GOOD;244,136;GOOD;1,514;GOOD;-0,331;GOOD;0,0816;GOOD;0,3684;GOOD;0,898;GOOD;232,323;GOOD;0,159;GOOD;-0,0076;GOOD;0,0305;GOOD;0,0368;GOOD;0,209;GOOD;248,062;GOOD;0,781;GOOD;-0,1458;GOOD;0,0292;GOOD;0,1951;GOOD;0,75;GOOD;124,642;GOOD;119,308;GOOD;115,968;GOOD;422,067;GOOD;414,664;GOOD;417,518;GOOD;50,011;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:28:35;3094;GOOD;0;GOOD;243,962;GOOD;1,574;GOOD;-0,3428;GOOD;0,0896;GOOD;0,3825;GOOD;0,895;GOOD;232,564;GOOD;0,159;GOOD;-0,0075;GOOD;0,0306;GOOD;0,037;GOOD;0,205;GOOD;248,5;GOOD;0,796;GOOD;-0,1464;GOOD;0,0266;GOOD;0,1981;GOOD;0,74;GOOD;124,58;GOOD;119,472;GOOD;115,885;GOOD;421,903;GOOD;415,52;GOOD;417,379;GOOD;50,024;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:29:05;3094;GOOD;0;GOOD;244,875;GOOD;1,532;GOOD;-0,336;GOOD;0,0852;GOOD;0,3742;GOOD;0,896;GOOD;232,489;GOOD;0,159;GOOD;-0,0073;GOOD;0,0306;GOOD;0,037;GOOD;0,199;GOOD;249,268;GOOD;0,782;GOOD;-0,1457;GOOD;0,0347;GOOD;0,1949;GOOD;0,748;GOOD;124,749;GOOD;118,734;GOOD;116,435;GOOD;423,019;GOOD;414,576;GOOD;419,964;GOOD;50,029;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:29:35;3094;GOOD;0;GOOD;244,958;GOOD;1,525;GOOD;-0,3352;GOOD;0,0846;GOOD;0,3735;GOOD;0,898;GOOD;230,486;GOOD;0,158;GOOD;-0,0074;GOOD;0,0301;GOOD;0,0364;GOOD;0,206;GOOD;249,669;GOOD;0,784;GOOD;-0,1455;GOOD;0,0302;GOOD;0,1957;GOOD;0,744;GOOD;125,511;GOOD;118,499;GOOD;115,919;GOOD;422,715;GOOD;412,639;GOOD;419,382;GOOD;50,029;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:30:05;3094;GOOD;0;GOOD;244,784;GOOD;1,508;GOOD;-0,3301;GOOD;0,0857;GOOD;0,3686;GOOD;0,895;GOOD;230,052;GOOD;0,157;GOOD;-0,0073;GOOD;0,0305;GOOD;0,0361;GOOD;0,204;GOOD;250,882;GOOD;0,78;GOOD;-0,1451;GOOD;0,0341;GOOD;0,1953;GOOD;0,743;GOOD;126,387;GOOD;118,53;GOOD;114,989;GOOD;423,729;GOOD;413,479;GOOD;417,959;GOOD;50,031;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:30:35;3094;GOOD;0;GOOD;246,571;GOOD;1,48;GOOD;-0,3287;GOOD;0,0878;GOOD;0,3654;GOOD;0,9;GOOD;230,574;GOOD;0,195;GOOD;-0,012;GOOD;0,0317;GOOD;0,045;GOOD;0,27;GOOD;249,009;GOOD;0,784;GOOD;-0,1495;GOOD;0,0286;GOOD;0,1958;GOOD;0,764;GOOD;125,494;GOOD;119,347;GOOD;115,085;GOOD;424,275;GOOD;414,185;GOOD;418,19;GOOD;50,054;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:31:05;3094;GOOD;0;GOOD;244,383;GOOD;1,515;GOOD;-0,3302;GOOD;0,0823;GOOD;0,3692;GOOD;0,894;GOOD;231,052;GOOD;0,158;GOOD;-0,0074;GOOD;0,0303;GOOD;0,0364;GOOD;0,205;GOOD;249,361;GOOD;0,801;GOOD;-0,1473;GOOD;0,031;GOOD;0,1997;GOOD;0,739;GOOD;125,25;GOOD;119,046;GOOD;115,646;GOOD;422,251;GOOD;414,052;GOOD;417,805;GOOD;50,033;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:31:35;3094;GOOD;0;GOOD;243,403;GOOD;1,461;GOOD;-0,3202;GOOD;0,0912;GOOD;0,3561;GOOD;0,901;GOOD;232,63;GOOD;0,215;GOOD;-0,0138;GOOD;0,0377;GOOD;0,0501;GOOD;0,279;GOOD;248,228;GOOD;0,742;GOOD;-0,1463;GOOD;0,0258;GOOD;0,184;GOOD;0,796;GOOD;125,417;GOOD;118,589;GOOD;115,935;GOOD;423,025;GOOD;413,654;GOOD;416,854;GOOD;50,026;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:32:05;3094;GOOD;0;GOOD;242,854;GOOD;1,47;GOOD;-0,3207;GOOD;0,0915;GOOD;0,3572;GOOD;0,899;GOOD;233,901;GOOD;0,187;GOOD;-0,0114;GOOD;0,0342;GOOD;0,0437;GOOD;0,264;GOOD;247,891;GOOD;0,753;GOOD;-0,1456;GOOD;0,0241;GOOD;0,1867;GOOD;0,779;GOOD;125,369;GOOD;118,453;GOOD;116,132;GOOD;423,612;GOOD;413,988;GOOD;416,529;GOOD;50,015;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:32:36;3094;GOOD;0;GOOD;243,244;GOOD;1,431;GOOD;-0,3163;GOOD;0,0943;GOOD;0,3487;GOOD;0,908;GOOD;233,386;GOOD;0,319;GOOD;-0,0225;GOOD;0,0387;GOOD;0,0748;GOOD;0,303;GOOD;247,053;GOOD;0,712;GOOD;-0,1474;GOOD;0,0114;GOOD;0,1767;GOOD;0,835;GOOD;125,399;GOOD;117,883;GOOD;116,687;GOOD;423,513;GOOD;411,628;GOOD;417,367;GOOD;50,007;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:33:06;3094;GOOD;0;GOOD;243,666;GOOD;1,475;GOOD;-0,3236;GOOD;0,0837;GOOD;0,3591;GOOD;0,901;GOOD;232,498;GOOD;0,173;GOOD;-0,0097;GOOD;0,0324;GOOD;0,0404;GOOD;0,245;GOOD;248,286;GOOD;0,754;GOOD;-0,145;GOOD;0,0311;GOOD;0,1889;GOOD;0,772;GOOD;125,845;GOOD;117,707;GOOD;116,394;GOOD;424,095;GOOD;411,731;GOOD;418,177;GOOD;50,008;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:33:36;3094;GOOD;0;GOOD;243,811;GOOD;1,51;GOOD;-0,3303;GOOD;0,0861;GOOD;0,3678;GOOD;0,898;GOOD;233,757;GOOD;0,166;GOOD;-0,0088;GOOD;0,0317;GOOD;0,0386;GOOD;0,228;GOOD;246,847;GOOD;0,79;GOOD;-0,1466;GOOD;0,028;GOOD;0,195;GOOD;0,752;GOOD;125,655;GOOD;117,804;GOOD;116,467;GOOD;424,935;GOOD;411,624;GOOD;417,169;GOOD;50,024;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:34:06;3094;GOOD;0;GOOD;243,608;GOOD;1,466;GOOD;-0,3216;GOOD;0,0839;GOOD;0,3576;GOOD;0,901;GOOD;231,655;GOOD;0,174;GOOD;-0,0098;GOOD;0,0322;GOOD;0,0403;GOOD;0,245;GOOD;246,719;GOOD;0,755;GOOD;-0,1452;GOOD;0,0285;GOOD;0,1859;GOOD;0,782;GOOD;125,958;GOOD;118,199;GOOD;115,773;GOOD;423,322;GOOD;410,488;GOOD;415,272;GOOD;50,01;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:34:36;3094;GOOD;0;GOOD;242,779;GOOD;1,49;GOOD;-0,3252;GOOD;0,085;GOOD;0,3624;GOOD;0,898;GOOD;230,757;GOOD;0,158;GOOD;-0,0074;GOOD;0,0302;GOOD;0,0364;GOOD;0,206;GOOD;247,309;GOOD;0,783;GOOD;-0,1458;GOOD;0,0287;GOOD;0,1943;GOOD;0,752;GOOD;125,93;GOOD;118,266;GOOD;115,734;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 3:34:37;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;421,932;GOOD;410,304;GOOD;415,078;GOOD;50;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:35:06;3094;GOOD;0;GOOD;242,197;GOOD;1,44;GOOD;-0,3155;GOOD;0,0858;GOOD;0,3489;GOOD;0,905;GOOD;229,595;GOOD;0,22;GOOD;-0,0144;GOOD;0,0374;GOOD;0,0504;GOOD;0,286;GOOD;247,727;GOOD;0,725;GOOD;-0,146;GOOD;0,0172;GOOD;0,1799;GOOD;0,812;GOOD;126,605;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 3:35:07;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;118,039;GOOD;115,309;GOOD;421,597;GOOD;409,606;GOOD;413,886;GOOD;49,993;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:35:36;3094;GOOD;0;GOOD;242,697;GOOD;1,409;GOOD;-0,31;GOOD;0,0871;GOOD;0,3418;GOOD;0,907;GOOD;230,332;GOOD;0,255;GOOD;-0,0169;GOOD;0,0369;GOOD;0,0588;GOOD;0,289;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 3:35:37;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;248,922;GOOD;0,701;GOOD;-0,1458;GOOD;0,0223;GOOD;0,1748;GOOD;0,836;GOOD;126,462;GOOD;118,074;GOOD;115,366;GOOD;422,273;GOOD;411,046;GOOD;415,388;GOOD;50,007;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:36:06;3094;GOOD;0;GOOD;243,372;GOOD;1,465;GOOD;-0,3206;GOOD;0,0871;GOOD;0,3576;GOOD;0,9;GOOD;229,941;GOOD;0,162;GOOD;-0,0084;GOOD;0,0316;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 3:36:07;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;0,0375;GOOD;0,226;GOOD;249,515;GOOD;0,761;GOOD;-0,1458;GOOD;0,0311;GOOD;0,1896;GOOD;0,77;GOOD;126,535;GOOD;118,079;GOOD;115,315;GOOD;422,91;GOOD;411,47;GOOD;416,554;GOOD;49,971;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:36:36;3094;GOOD;0;GOOD;244,054;GOOD;1,416;GOOD;-0,3134;GOOD;0,0958;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 3:36:37;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;0,3454;GOOD;0,906;GOOD;232,297;GOOD;0,317;GOOD;-0,0218;GOOD;0,0375;GOOD;0,0741;GOOD;0,296;GOOD;249,002;GOOD;0,736;GOOD;-0,1505;GOOD;0,0127;GOOD;0,1836;GOOD;0,821;GOOD;125,783;GOOD;118,415;GOOD;115,732;GOOD;424,21;GOOD;413,474;GOOD;417,674;GOOD;49,98;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:37:06;3094;GOOD;0;GOOD;244,789;GOOD;1,336;GOOD;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;
04.11.2025 3:37:07;;UNDEFINED;;UNDEFINED;;UNDEFINED;;UNDEFINED;-0,2985;GOOD;0,0981;GOOD;0,3301;GOOD;0,904;GOOD;231,602;GOOD;0,449;GOOD;-0,0349;GOOD;0,0471;GOOD;0,1039;GOOD;0,336;GOOD;249,384;GOOD;0,714;GOOD;-0,1473;GOOD;0,0038;GOOD;0,1782;GOOD;0,827;GOOD;125,982;GOOD;117,571;GOOD;116,365;GOOD;424,587;GOOD;411,547;GOOD;420,01;GOOD;49,98;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:37:37;3094;GOOD;0;GOOD;245,24;GOOD;1,399;GOOD;-0,3103;GOOD;0,1028;GOOD;0,344;GOOD;0,903;GOOD;231,324;GOOD;0,289;GOOD;-0,0258;GOOD;0,0367;GOOD;0,0674;GOOD;0,385;GOOD;248,992;GOOD;0,635;GOOD;-0,1372;GOOD;0,0125;GOOD;0,1584;GOOD;0,868;GOOD;125,697;GOOD;117,884;GOOD;116,349;GOOD;424,108;GOOD;411,613;GOOD;419,794;GOOD;49,982;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:38:07;3094;GOOD;0;GOOD;245,492;GOOD;1,424;GOOD;-0,3162;GOOD;0,1;GOOD;0,3491;GOOD;0,905;GOOD;231,883;GOOD;0,249;GOOD;-0,0207;GOOD;0,0351;GOOD;0,0582;GOOD;0,362;GOOD;247,941;GOOD;0,691;GOOD;-0,1427;GOOD;0,0184;GOOD;0,1713;GOOD;0,834;GOOD;125,244;GOOD;118,286;GOOD;116,388;GOOD;424,087;GOOD;412,067;GOOD;419,333;GOOD;49,979;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:38:37;3094;GOOD;0;GOOD;247,039;GOOD;1,387;GOOD;-0,309;GOOD;0,105;GOOD;0,3417;GOOD;0,902;GOOD;231,869;GOOD;0,338;GOOD;-0,0301;GOOD;0,0343;GOOD;0,0777;GOOD;0,386;GOOD;248,95;GOOD;0,648;GOOD;-0,1404;GOOD;0,0055;GOOD;0,1609;GOOD;0,873;GOOD;125,377;GOOD;118,653;GOOD;115,943;GOOD;425,557;GOOD;413,597;GOOD;420,52;GOOD;49,987;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:39:07;3094;GOOD;0;GOOD;246,737;GOOD;1,321;GOOD;-0,295;GOOD;0,1004;GOOD;0,327;GOOD;0,904;GOOD;232,107;GOOD;0,475;GOOD;-0,0336;GOOD;0,0516;GOOD;0,1098;GOOD;0,306;GOOD;249,649;GOOD;0,73;GOOD;-0,1487;GOOD;0,0008;GOOD;0,1816;GOOD;0,818;GOOD;125,398;GOOD;118,57;GOOD;115,969;GOOD;425,464;GOOD;414,203;GOOD;420,853;GOOD;50,002;GOOD;0;GOOD;0;GOOD;
04.11.2025 3:39:37;3094;GOOD;0;GOOD;246,992;GOOD;1,452;GOOD;-0,326;GOOD;0,1097;GOOD;0,3573;GOOD;0,911;GOOD;233,008;GOOD;0,426;GOOD;-0,0308;GOOD;0,0407;GOOD;0,0999;GOOD;0,311;GOOD;248,092;GOOD;0,723;GOOD;-0,1494;GOOD;0,001;GOOD;0,1796;GOOD;0,832;GOOD;124,96;GOOD;118,957;GOOD;115,993;GOOD;425,814;GOOD;414,476;GOOD;419,821;GOOD;49,989;GOOD;0;GOOD;0;GOOD;
